200,1,47100,2,93500,3,142200,4,188000,5,234500,6,280800,7,324100,8,366600,9,408300,10,448500,11,489600,12,538900,13,580100,14,634200,15,1490500,16,1532500,17,1821600,18,1867500,19,2562300,20,2605000,21,2701000,22,2757500,23,2799400,24,2843500,25,2884900,26,2928300,27,2972600,28,3013300,29,3053900,30,3101200,31,3148200,32,3197600,33,3239100,34,3281200,35,3323600,36,3367700,37,3415400,38,3455700,39,3497200,40,3543000,41,3586900,42,3627200,43,3668900,44,3715800,45,3763000,46,3804700,47,3847300,48,3889700,49,3947900,50,3992900
300,1,73000,2,173100,3,241100,4,317800,5,366100,6,401100,7,442200,8,478600,9,518900,10,629800,11,657400,12,685800,13,711200,14,735800,15,764400,16,789600,17,816900,18,842300,19,866700,20,894000,21,918900,22,944100,23,971100,24,997300,25,1025600,26,1050900,27,1076000,28,1103800,29,1137400,30,1176300,31,1204400,32,1230100,33,1257800,34,1282600,35,1308300,36,1336200,37,1375400,38,1412600,39,1451200,40,1486400,41,1517200,42,1551500,43,1584700,44,1628300,45,1668900,46,1705700,47,1748100,48,1784100,49,1822200,50,1860700
400,1,37300,2,73200,3,108500,4,143600,5,181000,6,217300,7,251700,8,287000,9,321700,10,355900,11,451000,12,545600,13,599000,14,634900,15,670400,16,707100,17,745300,18,782000,19,826100,20,862100,21,897900,22,932900,23,970600,24,1007100,25,1055200,26,1094900,27,1129800,28,1164100,29,1200900,30,1238400,31,1275800,32,1310300,33,1344500,34,1378800,35,1416600,36,1453300,37,1490100,38,1524300,39,1559100,40,1594600,41,1629200,42,1665500,43,1703200,44,1738200,45,1772700,46,1806500,47,1841000,48,1877900,49,1915200,50,1951400
500,1,51500,2,101500,3,149100,4,196300,5,262800,6,306800,7,352400,8,397500,9,441600,10,487500,11,532200,12,576900,13,641300,14,710200,15,778100,16,845700,17,918100,18,984800,19,1053700,20,1124100,21,1189200,22,1311200,23,1379700,24,1527500,25,1591700,26,1638100,27,1683500,28,1729300,29,1792900,30,1862900,31,1929200,32,1996100,33,2045700,34,2093400,35,2145700,36,2193000,37,2273500,38,2340200,39,2406100,40,2467000,41,2576000,42,2671200,43,2737000,44,2801500,45,2864300,46,2933300,47,2999700,48,3072000,49,3139400,50,3205000
600,1,62300,2,119200,3,204900,4,286300,5,361400,6,508700,7,664400,8,833600,9,941800,10,1000400,11,1057200,12,1112300,13,1185700,14,1244100,15,1359600,16,1520300,17,1622300,18,1682000,19,1747700,20,1828900,21,1907900,22,1987800,23,2042900,24,2564600,25,2653900,26,2736000,27,2818900,28,2897400,29,2984300,30,3075600,31,3158800,32,3242700,33,3329800,34,3457700,35,3610600,36,3695200,37,3779400,38,3861000,39,3928900,40,4018400,41,4077600,42,4150500,43,4297800,44,4429200,45,4539900,46,4657400,47,4788800,48,4874200,49,4997900,50,5119500
700,1,141900,2,294400,3,436400,4,586100,5,679400,6,750700,7,839600,8,908200,9,976600,10,1104900,11,1172000,12,1243100,13,1309100,14,1376300,15,1443700,16,1515200,17,1594300,18,1660900,19,1729700,20,1812900,21,1939200,22,2006800,23,2101800,24,2169000,25,2236800,26,2355100,27,2499400,28,2607600,29,2735200,30,2891800,31,2959000,32,3029200,33,3123100,34,3192900,35,3262500,36,3330700,37,3418000,38,3519400,39,3606800,40,3700200,41,3785800,42,3855200,43,3925600,44,3996300,45,4062800,46,4152200,47,4221900,48,4293700,49,4362300,50,4444700
800,1,159100,2,362100,3,456300,4,541100,5,644500,6,732900,7,820400,8,1001300,9,1098000,10,1213000,11,1292300,12,1372100,13,1448100,14,1635800,15,1810100,16,1991700,17,2095100,18,2260100,19,2362900,20,2446600,21,2531800,22,2610500,23,2717500,24,2896200,25,3035300,26,3138800,27,3341600,28,3422200,29,3499300,30,3579400,31,3693400,32,3793500,33,3875600,34,4018100,35,4099000,36,4180000,37,4258400,38,4338700,39,4454100,40,4533000,41,4609800,42,4703000,43,4878400,44,5048900,45,5151000,46,5231600,47,5329600,48,5429200,49,5541600,50,5621100
900,1,194400,2,313100,3,399600,4,669300,5,801500,6,927200,7,1019000,8,1109500,9,1265400,10,1473800,11,1671800,12,1793800,13,1885500,14,1976100,15,2075700,16,2186200,17,2307500,18,2504500,19,2622000,20,2955400,21,3048300,22,3169500,23,3259400,24,3348800,25,3437200,26,3525100,27,3639000,28,3837100,29,3928700,30,4083000,31,4271200,32,4363300,33,4454400,34,4547100,35,4633700,36,4745000,37,4875000,38,5006600,39,5122500,40,5213800,41,5303200,42,5434300,43,5647400,44,5752800,45,5863200,46,5949200,47,6035300,48,6231600,49,6384100,50,6509500
1000,1,142300,2,272800,3,633200,4,748400,5,848300,6,1388000,7,1540200,8,1687600,9,1787600,10,1888800,11,2022100,12,2143300,13,2249000,14,2393000,15,2538000,16,2642300,17,2740100,18,2838800,19,2938500,20,3039900,21,3137000,22,3237000,23,3335500,24,3437300,25,3537600,26,3644100,27,3744600,28,3844100,29,3941400,30,4050300,31,4148400,32,4245100,33,4341900,34,4476700,35,4574000,36,4715100,37,4936800,38,5237900,39,5339000,40,5450800,41,5549900,42,5649900,43,5752100,44,5853500,45,5951400,46,6106900,47,6206400,48,6305400,49,6431500,50,6532500
100,1,90900,2,147200,3,171300,4,199200,5,213000,6,252400,7,300900,8,321400,9,341800,10,381700,11,430500,12,474900,13,513500,14,567800,15,614500,16,660600,17,702400,18,723500,19,769600,20,822200,21,859200,22,900500,23,936700,24,983900,25,1016400,26,1048900,27,1081600,28,1127100,29,1156900,30,1187400,31,1202100,32,1236500,33,1269200,34,1300300,35,1344400,36,1374700,37,1411800,38,1434200,39,1460500,40,1493000,41,1524300,42,1560600,43,1590800,44,1624900,45,1665300,46,1697100,47,1732200,48,1764300,49,1799600,50,1832600
200,1,24500,2,53400,3,88200,4,123300,5,155700,6,189300,7,218300,8,249600,9,368700,10,490400,11,553500,12,622400,13,656200,14,690200,15,719700,16,752900,17,782500,18,812000,19,841000,20,871100,21,899400,22,936700,23,969500,24,999500,25,1027800,26,1057900,27,1087100,28,1119500,29,1144800,30,1165500,31,1186400,32,1206500,33,1228500,34,1248800,35,1269300,36,1289200,37,1309700,38,1337600,39,1363700,40,1403100,41,1444300,42,1469200,43,1534400,44,1599700,45,1690000,46,1771400,47,1839000,48,1903500,49,1966800,50,2046300
300,1,46700,2,144200,3,227300,4,328700,5,363000,6,401300,7,425800,8,454400,9,497900,10,523100,11,550300,12,592000,13,617200,14,643200,15,668000,16,707700,17,732500,18,757200,19,800900,20,826300,21,852000,22,896600,23,924400,24,952400,25,977600,26,1020500,27,1048500,28,1073900,29,1106600,30,1131000,31,1154400,32,1203800,33,1228900,34,1254700,35,1284800,36,1326300,37,1351500,38,1369200,39,1387400,40,1406800,41,1424500,42,1441800,43,1464100,44,1481300,45,1498800,46,1516500,47,1534100,48,1554000,49,1571900,50,1589600
400,1,27700,2,55900,3,81800,4,108300,5,132500,6,157000,7,181500,8,208900,9,235400,10,273600,11,309400,12,340300,13,375900,14,429600,15,466300,16,503000,17,538400,18,572300,19,623600,20,657600,21,704100,22,740800,23,779900,24,819700,25,853000,26,912600,27,947400,28,1004000,29,1041900,30,1107800,31,1141500,32,1174900,33,1209400,34,1247800,35,1290100,36,1327300,37,1391900,38,1426800,39,1480600,40,1517400,41,1577400,42,1613700,43,1647800,44,1681800,45,1716400,46,1750700,47,1795600,48,1860500,49,1887600,50,1913200
500,1,49500,2,84100,3,123000,4,156900,5,197000,6,230600,7,263800,8,296900,9,328100,10,381600,11,459000,12,497300,13,541700,14,585800,15,630100,16,675500,17,723700,18,772200,19,820900,20,867400,21,914400,22,961100,23,1010000,24,1057400,25,1103600,26,1148200,27,1192400,28,1224500,29,1267300,30,1310700,31,1354700,32,1399200,33,1474700,34,1523600,35,1575600,36,1613600,37,1660900,38,1695400,39,1728500,40,1763000,41,1795200,42,1826300,43,1873000,44,1918500,45,1951700,46,1984000,47,2020300,48,2051000,49,2084200,50,2118100
600,1,46700,2,85400,3,151300,4,211000,5,266500,6,346600,7,412500,8,470700,9,519800,10,572700,11,630800,12,702000,13,757000,14,814200,15,895900,16,977200,17,1031400,18,1089500,19,1148900,20,1216500,21,1272300,22,1328700,23,1394900,24,1674800,25,1727000,26,1892000,27,1945800,28,2005900,29,2058200,30,2107500,31,2249800,32,2337800,33,2393600,34,2447600,35,2516000,36,2574400,37,2631600,38,2689900,39,2750600,40,2807400,41,2859000,42,2911600,43,2993800,44,3079300,45,3129800,46,3184700,47,3261900,48,3309700,49,3363800,50,3414500
700,1,63200,2,126600,3,183000,4,264200,5,327300,6,392500,7,453900,8,522300,9,585100,10,647100,11,703700,12,767500,13,829300,14,895400,15,955800,16,1035400,17,1101200,18,1169800,19,1233100,20,1301300,21,1359800,22,1426600,23,1488200,24,1564700,25,1626000,26,1694800,27,1748300,28,1809400,29,1869400,30,1955400,31,2040400,32,2127500,33,2191100,34,2252400,35,2314500,36,2369700,37,2432400,38,2500200,39,2564500,40,2631700,41,2694100,42,2759400,43,2822200,44,2884000,45,2951300,46,3023300,47,3084300,48,3152900,49,3213000,50,3278800
800,1,74700,2,147300,3,225200,4,334100,5,405400,6,481300,7,599300,8,674600,9,746700,10,864900,11,940600,12,1014600,13,1132100,14,1208000,15,1329600,16,1401500,17,1480300,18,1596200,19,1672100,20,1747400,21,1864600,22,1939500,23,2017800,24,2117800,25,2191700,26,2268900,27,2339100,28,2414700,29,2486500,30,2554800,31,2640800,32,2718600,33,2793600,34,2863200,35,2933500,36,3005100,37,3075400,38,3148300,39,3223100,40,3295800,41,3363500,42,3442000,43,3518300,44,3592100,45,3666400,46,3743700,47,3827800,48,3905000,49,4021000,50,4099700
